# OGLE ID        MOA ID	  RA (J2000)	  Dec(J2000)	 Tmax[HJD]    Tmax[UTC]   Talert[HJD]     Talert[UTC]  DeltaT[d]    tE[d]    Umin    Amax   Ibase[mag]   I0[mag]   
None  MOA-2007-BLG-0316  17:57:05.765  -29:00:57.22  2454296.70  None  None  None  None  842.77  0.0003  2888.18  None  26.95
None  MOA-2007-BLG-0318  18:02:44.420  -29:17:41.21  2454296.35  None  None  None  None  19.34  0.4072  2.61  None  20.54
None  MOA-2007-BLG-0320  18:20:57.127  -24:24:10.21  2454306.85  None  None  None  None  9.45  1.0509  1.31  None  17.10
None  MOA-2007-BLG-0322  17:56:43.659  -27:49:10.59  2454313.34  None  None  None  None  20.38  0.4905  2.22  None  18.31
None  MOA-2007-BLG-0324  17:53:37.961  -28:44:20.03  2454292.53  None  None  None  None  1.56  9.8812  1.0  None  7.95
None  MOA-2007-BLG-0326  17:55:19.272  -35:20:04.90  2454309.68  None  None  None  None  97.04  0.0412  24.3  None  22.22
None  MOA-2007-BLG-0327  17:55:44.952  -27:42:47.23  2454339.69  None  None  None  None  25.45  5.0829  1.0  None  12.72
None  MOA-2007-BLG-0329  17:53:24.125  -29:56:33.00  2454299.83  None  None  None  None  67.15  0.3403  3.06  None  21.13
None  MOA-2007-BLG-0330  17:59:34.454  -26:47:01.17  2454304.12  None  None  None  None  24.06  0.1429  7.05  None  21.45
None  MOA-2007-BLG-0331  18:17:56.789  -24:01:36.83  2454343.20  None  None  None  None  29.71  5.1828  1.0  None  12.78
None  MOA-2007-BLG-0332  18:19:02.089  -23:28:43.80  2454302.06  None  None  None  None  16.06  0.1857  5.46  None  21.28
None  MOA-2007-BLG-0333  17:45:44.999  -34:27:53.29  2454303.22  None  None  None  None  15.65  0.3568  2.93  None  19.99
None  MOA-2007-BLG-0335  17:53:28.044  -29:19:43.32  2454303.63  None  None  None  None  2.88  0.1648  6.13  None  20.56
None  MOA-2007-BLG-0336  17:54:11.888  -35:18:23.84  2454305.94  None  None  None  None  8.21  0.0441  22.7  None  21.05
None  MOA-2007-BLG-0337  17:54:08.347  -34:52:25.48  2454307.95  None  None  None  None  1.00  8.0201  1.0  None  11.67
None  MOA-2007-BLG-0338  18:09:06.513  -29:08:20.97  2454317.67  None  None  None  None  11.83  0.4592  2.35  None  17.09
None  MOA-2007-BLG-0344  18:09:06.597  -29:08:20.82  2454323.24  None  None  None  None  13.06  0.6081  1.86  None  17.20
None  MOA-2007-BLG-0346  18:36:43.319  -23:19:25.78  2454331.26  None  None  None  None  36.84  0.0581  17.24  None  18.21
None  MOA-2007-BLG-0347  17:52:12.601  -29:51:24.86  2454320.93  None  None  None  None  39.84  0.3077  3.36  None  20.81
None  MOA-2007-BLG-0349  18:04:52.481  -26:26:35.54  2454316.03  None  None  None  None  20.24  0.0728  13.76  None  21.65
None  MOA-2007-BLG-0350  18:16:09.951  -25:51:32.80  2454325.45  None  None  None  None  39.08  0.3215  3.23  None  19.95
None  MOA-2007-BLG-0351  18:18:12.535  -25:11:06.20  2454335.77  None  None  None  None  14.61  0.5705  1.96  None  16.07
None  MOA-2007-BLG-0352  18:08:00.911  -25:55:46.15  2454321.73  None  None  None  None  44.83  0.0685  14.63  None  20.66
None  MOA-2007-BLG-0357  18:16:30.505  -21:28:39.90  2454323.78  None  None  None  None  49.95  0.0567  17.66  None  20.68
None  MOA-2007-BLG-0358  18:20:47.982  -21:52:19.67  2454343.14  None  None  None  None  28.04  0.1424  7.08  None  18.87
None  MOA-2007-BLG-0359  17:52:49.815  -28:34:38.50  2454323.71  None  None  None  None  75.66  0.0679  14.76  None  21.93
None  MOA-2007-BLG-0360  17:55:18.735  -33:20:17.15  2454322.62  None  None  None  None  42.85  0.1539  6.55  None  21.67
None  MOA-2007-BLG-0361  18:07:28.063  -30:59:36.35  2454323.68  None  None  None  None  5.85  0.6711  1.73  None  19.18
None  MOA-2007-BLG-0363  18:00:10.893  -27:41:47.45  2454319.62  None  None  None  None  9.91  0.1169  8.6  None  21.23
None  MOA-2007-BLG-0365  18:10:44.437  -26:09:01.24  2454332.03  None  None  None  None  2.76  3.8280  1.01  None  12.35
None  MOA-2007-BLG-0366  17:58:39.108  -29:04:59.68  2454328.43  None  None  None  None  20.94  0.1479  6.82  None  20.81
None  MOA-2007-BLG-0367  18:06:57.035  -31:18:24.44  2454330.06  None  None  None  None  20.85  0.2157  4.72  None  19.96
None  MOA-2007-BLG-0368  18:15:46.324  -23:31:10.46  2454324.21  None  None  None  None  20.80  0.0315  31.81  None  19.83
None  MOA-2007-BLG-0369  18:18:13.683  -22:14:55.09  2454331.59  None  None  None  None  62.28  0.0610  16.42  None  21.02
None  MOA-2007-BLG-0370  17:54:21.476  -29:49:35.64  2454334.75  None  None  None  None  7.06  1.3200  1.18  None  16.50
None  MOA-2007-BLG-0371  18:04:19.167  -33:00:34.67  2454327.96  None  None  None  None  0.59  8.5936  1.0  None  10.52
None  MOA-2007-BLG-0372  18:06:16.912  -26:49:37.26  2454327.05  None  None  None  None  0.01  7.3289  1.0  None  7.25
None  MOA-2007-BLG-0374  17:50:28.433  -34:49:23.04  2454362.67  None  None  None  None  36.19  0.6057  1.87  None  17.26
None  MOA-2007-BLG-0375  17:53:51.854  -34:09:47.60  2454365.64  None  None  None  None  237.84  0.2719  3.78  None  19.24
None  MOA-2007-BLG-0376  17:56:38.545  -31:22:54.94  2454335.59  None  None  None  None  133.36  0.3786  2.78  None  20.48
None  MOA-2007-BLG-0377  17:57:34.458  -27:51:11.42  2454329.44  None  None  None  None  22.66  0.0522  19.19  None  21.34
None  MOA-2007-BLG-0378  18:02:52.811  -31:18:47.45  2454332.25  None  None  None  None  12.50  0.0090  111.18  None  20.44
None  MOA-2007-BLG-0380  17:56:17.584  -30:10:35.92  2454377.18  None  None  None  None  73.50  0.4376  2.45  None  18.41
None  MOA-2007-BLG-0381  18:01:59.773  -26:42:17.45  2454333.27  None  None  None  None  33.55  0.1142  8.8  None  20.99
None  MOA-2007-BLG-0383  17:55:19.348  -28:30:42.26  2454334.89  None  None  None  None  67.29  0.0025  403.47  None  25.07
None  MOA-2007-BLG-0385  18:18:28.416  -22:55:32.48  2454352.82  None  None  None  None  69.01  0.1479  6.82  None  19.69
None  MOA-2007-BLG-0386  18:18:41.105  -21:09:18.85  2454357.24  None  None  None  None  28.70  0.0002  5567.66  None  17.83
None  MOA-2007-BLG-0388  18:13:54.748  -26:18:24.29  2454365.47  None  None  None  None  15.33  0.7516  1.6  None  16.34
None  MOA-2007-BLG-0389  18:01:02.169  -28:49:52.25  2454349.30  None  None  None  None  91.34  0.0959  10.46  None  20.75
None  MOA-2007-BLG-0390  18:10:03.807  -29:26:32.76  2454344.58  None  None  None  None  10.72  0.2342  4.36  None  19.01
None  MOA-2007-BLG-0391  18:04:27.418  -30:17:59.25  2454344.05  None  None  None  None  32.02  0.4617  2.34  None  18.82
None  MOA-2007-BLG-0394  18:09:50.011  -27:36:54.36  2454364.57  None  None  None  None  13.28  3.7956  1.01  None  13.12
None  MOA-2007-BLG-0396  17:56:48.671  -31:11:44.12  2454339.71  None  None  None  None  2.22  0.0790  12.69  None  21.27
None  MOA-2007-BLG-0400  18:09:41.980  -29:13:26.95  2454354.59  None  None  None  None  14.63  0.0000  107411.08  None  18.83
None  MOA-2007-BLG-0402  17:53:06.435  -29:58:16.08  2454350.60  None  None  None  None  11.43  0.0773  12.96  None  21.62
None  MOA-2007-BLG-0403  18:01:38.148  -31:25:21.31  2454360.84  None  None  None  None  38.61  0.0127  78.45  None  20.14
None  MOA-2007-BLG-0405  18:12:15.190  -26:45:53.51  2454350.88  None  None  None  None  10.11  0.2485  4.12  None  17.86
None  MOA-2007-BLG-0406  17:55:18.300  -28:40:55.36  2454348.67  None  None  None  None  21.21  0.6200  1.84  None  19.16
None  MOA-2007-BLG-0407  17:52:48.863  -35:06:16.72  2454359.26  None  None  None  None  32.11  0.3516  2.97  None  18.38
None  MOA-2007-BLG-0409  17:56:36.692  -27:56:25.06  2454352.50  None  None  None  None  20.37  0.0595  16.83  None  20.64
None  MOA-2007-BLG-0410  18:02:21.432  -31:01:01.91  2454357.68  None  None  None  None  4.97  3.9715  1.01  None  13.64
None  MOA-2007-BLG-0411  18:08:52.242  -25:41:13.33  2454349.96  None  None  None  None  0.04  9.9064  1.0  None  11.24
None  MOA-2007-BLG-0413  18:08:33.898  -32:45:14.29  2454353.34  None  None  None  None  30.56  0.2320  4.4  None  20.21
None  MOA-2007-BLG-0417  17:56:41.946  -28:03:21.87  2454350.15  None  None  None  None  10.11  1.7709  1.09  None  15.84
None  MOA-2007-BLG-0418  17:51:54.943  -34:05:46.44  4904350.00  None  None  None  None  20.00  0.1000  10.04  None  100.00
None  MOA-2007-BLG-0419  17:56:32.097  -28:29:14.47  2454382.76  None  None  None  None  1.15  0.1058  9.49  None  5.10
None  MOA-2007-BLG-0420  18:07:27.300  -30:54:48.03  2454408.14  None  None  None  None  2.76  0.2531  4.05  None  7.25
None  MOA-2007-BLG-0422  18:17:27.910  -24:44:38.19  2454358.09  None  None  None  None  0.40  31.7208  1.0  None  4.35
None  MOA-2007-BLG-0424  18:04:56.277  -28:03:46.45  2454356.96  None  None  None  None  1.29  5.5726  1.0  None  11.78
None  MOA-2007-BLG-0425  17:59:52.134  -27:27:05.27  2454354.42  None  None  None  None  0.22  6.5943  1.0  None  9.46
None  MOA-2007-BLG-0426  17:47:39.329  -35:04:02.87  2454354.54  None  None  None  None  0.33  9.5446  1.0  None  7.02
None  MOA-2007-BLG-0428  18:02:48.648  -33:13:34.31  2454360.26  None  None  None  None  24.97  0.1516  6.65  None  20.21
None  MOA-2007-BLG-0430  17:58:37.624  -27:46:08.76  2454364.25  None  None  None  None  5.17  1.1414  1.26  None  16.63
None  MOA-2007-BLG-0432  17:57:08.188  -32:26:10.01  2454357.95  None  None  None  None  12.11  0.0444  22.53  None  20.72
None  MOA-2007-BLG-0433  18:17:06.328  -23:08:43.53  2454361.87  None  None  None  None  0.14  0.0053  188.42  None  5.55
None  MOA-2007-BLG-0434  17:57:08.271  -32:26:10.22  2454357.97  None  None  None  None  8.50  0.0607  16.49  None  20.90
None  MOA-2007-BLG-0436  18:16:57.011  -26:04:34.19  2454369.22  None  None  None  None  6.17  4.1472  1.01  None  12.37
None  MOA-2007-BLG-0437  17:46:19.039  -34:32:28.43  2454360.27  None  None  None  None  6.70  0.0319  31.37  None  19.37
None  MOA-2007-BLG-0439  17:50:05.371  -34:51:36.41  2454362.42  None  None  None  None  2.81  1.1853  1.24  None  16.93
None  MOA-2007-BLG-0441  17:58:25.840  -29:57:04.04  2454361.69  None  None  None  None  18.14  0.2606  3.93  None  20.06
None  MOA-2007-BLG-0442  17:59:55.785  -29:54:26.54  2454363.38  None  None  None  None  12.44  0.0463  21.6  None  21.32
None  MOA-2007-BLG-0443  17:55:47.084  -29:00:44.76  2454362.45  None  None  None  None  5.73  0.1304  7.72  None  20.06
None  MOA-2007-BLG-0445  17:57:01.693  -28:52:02.10  2454373.39  None  None  None  None  23.58  0.3383  3.08  None  18.72
None  MOA-2007-BLG-0450  18:09:26.542  -27:37:12.23  2454364.28  None  None  None  None  3.96  0.0362  27.6  None  19.38
None  MOA-2007-BLG-0451  18:17:34.498  -21:42:22.47  4904370.00  None  None  None  None  20.00  0.1000  10.04  None  100.00
None  MOA-2007-BLG-0453  17:52:28.507  -31:48:14.96  2454375.17  None  None  None  None  0.21  1.5607  1.12  None  5.34
None  MOA-2007-BLG-0454  17:56:44.806  -30:48:12.07  2454369.18  None  None  None  None  16.41  0.0440  22.75  None  21.76
None  MOA-2007-BLG-0456  18:05:50.512  -31:00:35.47  2454372.75  None  None  None  None  14.03  0.0003  3212.05  None  21.06
None  MOA-2007-BLG-0457  18:02:32.755  -29:36:53.48  2454372.26  None  None  None  None  12.85  0.0375  26.66  None  20.78
None  MOA-2007-BLG-0459  17:51:11.410  -30:50:27.68  2454492.69  None  None  None  None  4.85  2.7560  1.02  None  6.39
None  MOA-2007-BLG-0465  17:57:46.439  -28:11:05.02  2454385.61  None  None  None  None  11.94  0.0419  23.9  None  20.45
None  MOA-2007-BLG-0466  18:13:22.387  -24:58:48.20  2454397.86  None  None  None  None  15.55  0.1990  5.1  None  15.16
None  MOA-2007-BLG-0469  17:51:06.329  -32:08:24.97  2454391.16  None  None  None  None  12.64  0.0543  18.42  None  17.75
None  MOA-2007-BLG-0471  18:06:15.751  -27:05:03.81  2454387.23  None  None  None  None  10.94  0.4043  2.62  None  17.00
None  MOA-2007-BLG-0472  17:54:41.939  -34:25:06.43  2454394.09  None  None  None  None  34.74  0.1267  7.94  None  21.10
None  MOA-2007-BLG-0475  17:56:11.142  -30:02:10.97  2454408.83  None  None  None  None  19.40  0.3455  3.02  None  17.57
None  MOA-2007-BLG-0476  17:58:41.639  -32:44:45.58  2454402.24  None  None  None  None  12.45  0.7112  1.66  None  16.97
None  MOA-2007-BLG-0478  18:10:53.363  -26:51:44.32  2454390.66  None  None  None  None  32.26  0.2760  3.73  None  19.40
None  MOA-2007-BLG-0479  17:49:44.528  -33:55:40.24  2454389.40  None  None  None  None  103.80  0.0690  14.52  None  21.53
None  MOA-2007-BLG-0480  17:50:59.795  -31:08:14.67  2454399.08  None  None  None  None  171.45  0.0000  75266.55  None  22.70
None  MOA-2007-BLG-0481  17:54:58.072  -29:42:39.47  2454393.07  None  None  None  None  4372.61  0.0000  55877193.71  None  29.17
None  MOA-2007-BLG-0482  17:51:27.751  -35:12:53.00  4904401.00  None  None  None  None  20.00  0.1000  10.04  None  100.00
None  MOA-2007-BLG-0483  18:08:40.356  -25:39:07.63  2454403.75  None  None  None  None  8.68  4.3764  1.0  None  13.52
None  MOA-2007-BLG-0484  18:13:50.946  -28:49:46.13  2454411.11  None  None  None  None  52.13  0.0342  29.24  None  17.94
None  MOA-2007-BLG-0485  17:54:53.702  -28:56:13.11  2454420.00  None  None  None  None  19.13  0.0001  14913.9  None  17.89
None  MOA-2007-BLG-0486  17:48:06.323  -34:36:53.82  2454403.89  None  None  None  None  84.69  0.0000  944259.92  None  22.29
None  MOA-2007-BLG-0487  17:56:07.394  -34:44:38.85  2454406.64  None  None  None  None  10.51  0.0004  2273.12  None  20.92
OGLE-2007-BLG-0001  MOA-2007-BLG-0049  17:53:47.242  -29:44:23.88  2453817.877785  2007-01-31.29  None  None  None  80.031791  5.000000  1.0028  19.173  19.17
OGLE-2007-BLG-0002  None  17:54:06.64  -29:37:55.4  2454132.266854  2007-02-08.92  None  None  None  98.957408  0.201707  5.033  21.6706  19.916
OGLE-2007-BLG-0003  None  17:59:43.42  -29:40:29.9  2454160.168464  2007-03-01.31  None  None  None  24.847363  0.220951  4.6083  20.7719  19.113
OGLE-2007-BLG-0004  None  17:58:39.75  -29:16:24.6  2454160.928615  2007-03-01.33  None  None  None  8.489386  2.436301  1.0334  16.7036  16.668
OGLE-2007-BLG-0005  None  18:02:04.61  -29:20:39.5  2454174.470881  2007-03-14.88  None  None  None  100.505893  0.091821  10.9252  22.4811  19.885
OGLE-2007-BLG-0006  None  18:02:52.50  -29:15:11.8  2454167.924611  2007-03-08.41  None  None  None  33.418937  0.004678  213.7683  24.9249  19.100
OGLE-2007-BLG-0007  None  17:42:42.80  -34:26:27.2  2454159.853852  2007-02-28.32  None  None  None  7.401655  2.528789  1.0296  16.6637  16.632
OGLE-2007-BLG-0008  MOA-2007-BLG-0053  17:45:22.800  -34:02:40.38  2454198.07695  2007-04-07.50  None  None  None  30.070981  0.845112  1.4792  17.5051  17.08
OGLE-2007-BLG-0009  MOA-2007-BLG-0013  17:49:21.393  -33:38:24.27  2454168.681977  2007-03-09.26  None  None  None  30.724119  0.412994  2.5735  19.2063  18.18
OGLE-2007-BLG-0010  None  17:52:25.55  -32:42:59.8  2454160.325788  2007-03-02.99  None  None  None  35.390197  0.241490  4.231  19.8291  18.263
OGLE-2007-BLG-0011  None  17:53:36.17  -31:17:05.0  2454147.440141  2007-02-16.46  None  None  None  35.433982  0.402795  2.6312  20.4154  19.365
OGLE-2007-BLG-0012  None  17:52:37.27  -31:11:35.7  2454143.457175  2007-02-11.47  None  None  None  15.595332  0.045397  22.0449  22.0073  18.649
OGLE-2007-BLG-0013  MOA-2007-BLG-0051  17:56:15.109  -31:11:15.57  1.33522862387688e+91  2007-03-29.00  None  None  None  8.975922  4.999995  1.0028  22.113  22.11
OGLE-2007-BLG-0014  None  17:51:24.16  -30:37:32.3  2454176.724643  2007-03-17.08  None  None  None  8.958800  4.863635  1.0031  16.7093  16.706
OGLE-2007-BLG-0015  None  17:55:48.22  -30:45:48.3  2454140.786746  2007-02-09.28  None  None  None  9.072679  0.040405  24.7646  21.3766  17.892
OGLE-2007-BLG-0016  None  18:02:32.64  -30:49:13.6  2454180.002836  2007-03-20.45  None  None  None  8.635684  4.292987  1.0048  15.8952  15.890
OGLE-2007-BLG-0017  None  17:50:27.88  -29:40:40.5  2454176.143999  2007-03-16.71  None  None  None  8.712463  4.989586  1.0028  16.106  16.103
OGLE-2007-BLG-0018  MOA-2007-BLG-0019  17:52:55.889  -29:05:42.93  2454159.255025  2007-02-28.09  None  None  None  31.847013  0.617909  1.8414  20.8229  20.16
OGLE-2007-BLG-0019  MOA-2007-BLG-0009  17:53:26.033  -29:15:46.82  2454104.436464  2006-12-31.78  None  None  None  38.423834  0.092495  10.846  19.4382  16.85
OGLE-2007-BLG-0020  MOA-2007-BLG-0031  17:53:24.444  -29:26:30.59  2454139.291541  2007-02-06.78  None  None  None  41.412919  0.484668  2.2407  18.556  17.68
OGLE-2007-BLG-0021  None  17:59:56.18  -29:07:51.7  2454154.210762  2007-02-22.71  None  None  None  45.354977  0.002522  396.5117  22.8516  16.356
OGLE-2007-BLG-0022  MOA-2007-BLG-0057  18:05:22.827  -28:38:57.67  2454164.386975  2007-03-05.17  None  None  None  29.748513  0.501560  2.1771  19.1547  18.31
OGLE-2007-BLG-0023  None  17:58:54.69  -28:31:12.8  2454148.388033  2007-02-17.89  None  None  None  8.698928  4.187863  1.0053  16.5567  16.551
OGLE-2007-BLG-0024  None  17:59:59.20  -27:58:00.4  2454162.794503  2007-03-03.30  None  None  None  5.552767  2.491345  1.0311  18.0002  17.967
OGLE-2007-BLG-0025  None  18:01:14.54  -27:40:02.7  2454116.692804  2007-01-17.87  None  None  None  8.536920  3.553197  1.0095  18.2442  18.234
OGLE-2007-BLG-0026  None  18:01:23.28  -27:57:22.7  2454163.415563  2007-03-03.81  None  None  None  146.801915  0.006548  152.7208  23.3637  17.904
OGLE-2007-BLG-0027  None  17:56:21.84  -29:25:12.1  2454158.293154  2007-02-26.81  None  None  None  3.861279  1.312520  1.1856  18.3499  18.165
OGLE-2007-BLG-0028  None  17:49:21.40  -33:38:24.8  2454168.681979  2007-03-09.35  None  None  None  30.722279  0.413032  2.5733  17.8722  16.846
OGLE-2007-BLG-0029  None  17:54:56.26  -33:07:43.8  2454158.407102  2007-02-26.80  None  None  None  15.153167  0.080920  12.3882  21.4525  18.720
OGLE-2007-BLG-0030  MOA-2007-BLG-0054  17:53:59.003  -32:09:48.20  2454173.37649  2007-03-14.04  None  None  None  17.776660  0.043076  23.2309  23.0752  19.66
OGLE-2007-BLG-0031  None  17:56:05.85  -31:56:48.8  2454161.664095  2007-03-02.22  None  None  None  14.230775  0.258961  3.958  20.5587  19.065
OGLE-2007-BLG-0032  None  17:55:11.27  -31:57:06.3  2454163.83447  2007-03-04.26  None  None  None  6.913332  1.033037  1.319  18.3636  18.063
OGLE-2007-BLG-0033  None  17:58:00.44  -31:01:40.5  2454119.381238  2007-01-21.07  None  None  None  117.700683  0.379373  2.7761  17.5476  16.439
OGLE-2007-BLG-0034  MOA-2007-BLG-0016  17:52:48.374  -30:42:24.14  2454169.753536  2007-03-10.20  None  None  None  9.499738  0.452774  2.3749  17.2891  16.35
OGLE-2007-BLG-0035  MOA-2007-BLG-0002  18:05:34.722  -30:44:19.92  2454145.251892  2007-02-13.78  None  None  None  248.936580  0.016152  61.9179  104.4795  100.00
OGLE-2007-BLG-0036  MOA-2007-BLG-0046  18:10:25.805  -29:39:54.37  2454160.60611  2007-03-01.30  None  None  None  47.673695  0.377051  2.7915  19.5146  18.40
OGLE-2007-BLG-0037  None  17:59:46.49  -28:43:03.3  2454174.960637  2007-03-15.20  None  None  None  9.528442  5.000000  1.0028  20.65  20.647
OGLE-2007-BLG-0038  None  18:03:43.23  -29:09:42.2  2454159.499815  2007-02-27.99  None  None  None  8.949679  0.359230  2.9167  19.6262  18.464
OGLE-2007-BLG-0039  None  17:58:24.86  -27:29:39.8  2454159.061045  2007-02-27.47  None  None  None  22.944303  0.394397  2.6811  21.0608  19.990
OGLE-2007-BLG-0040  MOA-2007-BLG-0050  18:04:36.071  -27:25:41.68  2454175.453898  2007-09-10.98  None  None  None  31.418937  5.000000  1.0028  7.823  7.82
OGLE-2007-BLG-0041  None  18:05:30.63  -27:24:43.5  2454162.584188  2007-03-08.38  None  None  None  17.927302  5.000000  1.0028  18.067  18.064
OGLE-2007-BLG-0042  None  18:06:21.50  -27:45:51.6  2454151.76474  2007-02-20.31  None  None  None  22.790787  0.066793  14.9967  21.854  18.914
OGLE-2007-BLG-0043  MOA-2007-BLG-0006  18:09:44.630  -27:54:11.35  2454179.733794  2007-03-20.39  None  None  None  62.772423  0.230545  4.4235  20.6144  19.00
OGLE-2007-BLG-0044  None  18:10:08.76  -27:42:42.7  2454124.274881  2007-01-24.45  None  None  None  128.668328  0.171235  5.9039  21.3869  19.459
OGLE-2007-BLG-0045  None  18:08:47.71  -27:36:37.2  2454136.655376  2007-02-11.59  None  None  None  5.656819  1.795161  1.0825  16.6771  16.591
OGLE-2007-BLG-0046  None  17:58:58.91  -27:09:11.8  2454148.00948  2007-02-18.15  None  None  None  3.235557  1.207453  1.2258  19.3261  19.105
